	Name	Notes	FullAddress	City	Province	PostalCode	lat	long
622	Renaissance; Librairie île-Perrot		106 boul. Don-Quichotte unité 22	L'île-Perrot	Quebec	J7V 6L7	45.5230456	-73.4671074
623	Renaissance; Centre de don Somerled		6252 av. Somerled	Montréal	Quebec	H3X 2B6	45.3869456	-73.9628835
624	Renaissance; Centre de don Jolibourg; Ouest de Laval		1263 boul. Jolibourg	Laval	Quebec	H7Y 1Z8	 None	 None
625	Renaissance; Centre de don Blainville; Rive-Nord		1083 boul. Curé-Labelle local 107	Blainville	Quebec	J7C 3M9	45.52406	-73.852245
626	Renaissance; Fripe-Prix Montréal-Nord		5500 boul. Henri-Bourassa Est	Montréal	Quebec	H1G 2T2	45.6766731	-73.8863607
627	Terrapure Environnement- Installation de Rouyn-Noranda		133 av. Marcel-Baril	Rouyn-Noranda	Quebec	J9X 7B9	45.6049653	-73.6220473
628	Travaux publics; Beaconsfield		300 boul. Beaurepaire	Beaconsfield	Quebec	H9W 3C1	48.2595512	-79.0157287
629	Renaissance; Centre de don Sainte-Julie		1615 ch. du Fer-À-Cheval	Sainte-Julie	Quebec	J3E 1G3	45.4287367	-73.8679737
630	Terrapure Environnement- Installation de Rimouki		195 rue des Négociants	Rimouski	Quebec	G5M 1B7	45.5864686	-73.3272235
631	Terrapure Environnement- Installation de Laterrière		3500  Chemin du Plateau Sud	Saguenay	Quebec	G7N 1L9	48.4620369	-68.5029527
632	InfoXtreme		5308 rue Principale	Saint-Félix-de-Valois	Quebec	J0K 2M0	48.340515	-71.0159226
633	Garage municipal Berthierville		610 rue Saint-Viateur	Berthierville	Quebec	J0K 1A0	46.168088	-73.4360572
634	Centre de multirecyclage		105 rue Blanchard	Sainte-Thérèse	Quebec	J7E 4N4	46.0839958	-73.1785362
635	Garage municipal Saint-Narcisse		353 rue Notre-Dame	Saint-Narcisse	Quebec	G0X 2Y0	45.6346282	-73.8408631
636	Terrapure Environnement- Installation de Châteauguay		125 rue Bélanger	Châteauguay	Quebec	J6J 4Z2	46.5624909	-72.4748097
637	Écocentre Saint-Zotique		2050 rue Principale	Saint-Zotique	Quebec	J0P 1Z0	45.3497965	-73.695063
638	Écocentre Lac-Simon		123 ch. Du Parc	Lac-Simon	Quebec	J0V 1E0	 None	 None
639	Garage municipal Saint-Côme		1195 39e rue	Saint-Côme	Quebec	J0K 2B0	 None	 None
640	Renaissance; Centre de distribution et de liquidation		5900 rue Ferrier	Montréal	Quebec	H4P 1M7	46.2752736	-73.7687292
641	Entreprise Recyclage Ungava		925 3e rue	Chibougamau	Quebec	G8P 1R4	 None	 None
642	Kahnawake Mohawk Territory- Transfer Depot		P.O. Box 1089	Kahnawake	Quebec	J0L 1B0	49.910138	-74.3874799
643	Garage des travaux publics	Heures d'ouverture: Lundi au jeudi : 8h à 12h et 13h à 16h30. Vendredi : 8h à 12h.	300 rue Surrey	Baie-D'Urfé	Quebec	H9X 2E7	45.4008401	-73.6628847
644	Bureautech Laurentides inc.		323 rue de la Madone	Mont-Laurier	Quebec	J9L 1R8	45.4200234	-73.9110933
645	Écocentre de Saint-Ferréol-les-Neiges	1er avril au 1er décembre Jeudi et vendredi de 11h à 16h Samedi de 10h à 17h	4054 av. Royale	Saint-Ferréol-les-Neiges	Quebec	G0A 3R0	46.550695	-75.504129
646	Écocentre de Lambton	Horaire: Mai à octobre. Samedi: 8h à 12h.	176 rang Saint-Michel	Lambton	Quebec	G0M 1H0	47.1294162	-70.8426357
647	TDI Solutions inc.		1520 av. 55e	Montréal	Quebec	H8T 3J5	45.8413893	-71.1009977
648	Conseil régional de l'environnement de Laval		3235 boul. Saint-Martin Est bureau 218	Laval	Quebec	H7E 5G8	45.452253	-73.72181
649	Centre de tri de Chicoutimi (Matrec)		1185 rue Antonio-Lemaire	Saguenay	Quebec	G7K 1J2	45.604911	-73.678179
650	Informatique Sylvain Patry		11 rue Vaillancourt	Gracefield	Quebec	J0X 1W0	48.3877338	-71.1097293
651	Services Info Comm		90 boul. Notre-Dame	Clermont	Quebec	G4A 1C7	46.0939514	-76.0536894
652	Écocentre de Rigaud		32 rue de la Coopérative	Rigaud	Quebec	J0P 1P0	 None	 None
653	Garage municipal Sainte-Marthe-sur-le-Lac		2960 boul. des Promenades	Sainte-Marthe-sur-le-Lac	Quebec	J0N 1P0	 None	 None
654	Garage municipal d'Entrelacs		2271 ch. d'Entrelacs	Entrelacs	Quebec	J0T 2E0	45.5307675	-73.9333776
655	Stéréo Plus; Val d'Or		1817  3e-Avenue	Val-d'Or	Quebec	J9P 7A9	46.1064497	-74.0021866
656	Renaissance; Centre de don Jarry		1460 rue Jarry Est	Montréal	Quebec	H2E 1A9	 None	 None
657	Écocentre Saint-Laurent	ICI: Quantité limité à 1 mètre cube par jour	3535 rue Sartelon	Montréal	Quebec	H4R 1E6	45.5514121	-73.6204085
658	Centre d'ordinateurs S.T.O.		1415 rue Frank-Carrel	Québec	Quebec	G1N 4N7	 None	 None
659	Bazar Sainte-Rose	Appeler pour connaître les heures d'ouverture	186 boul. Sainte-Rose bureau B	Laval	Quebec	H7L 1L4	 None	 None
660	Écocentre Salaberry-de-Valleyfield		2575 boul. Mgr-Langlois	Salaberry-de-Valleyfield	Quebec	J6S 5P7	 None	 None
661	MultiRecycle		31 boul. Saint-Joseph	Montréal	Quebec	H8S 2K9	 None	 None
662	Garage municipal de Beaumont		48 ch. du Domaine	Beaumont	Quebec	G0R 1C0	45.4398933	-73.652613
663	Entreprise École Recypro		70 rue Simon	Lachute	Quebec	J8H 3R8	 None	 None
664	Écocentre de Saint-Hubert-de-Rivière-Du-Loup		151 1er Rang Est	Saint-Hubert-de-Rivière-du-Loup	Quebec	G0L 3L0	 None	 None
665	Écocentre de La Pocatière		410 14e rue	La Pocatière	Quebec	G0L 3L0	47.8519354	-69.1548855
666	Renaissance; Centre de don Place Vilamont		1857 boul. René-Laennec	Laval	Quebec	H7M 5E2	 None	 None
667	Éco-quartier Montréal Nord		10861 boul. Pie-IX	Montréal	Quebec	H1H 4A9	 None	 None
668	La Ressourcerie de Portneuf		736 av. Principale	Saint-Marc-des-Carrières	Quebec	G0A 4B0	45.5909838	-73.6370701
669	Electro-5 inc.	Du lundi au vendredi de 7h30 à 17h30	4135 boul. Industriel	Sherbrooke	Quebec	J1L 2S7	46.6790322	-72.0435067
670	Déchetterie Saint-Magloire		160 rte 281	Saint-Magloire	Quebec	G0R 3M0	45.396429	-71.966407
671	Écocentre Notre-Dame-de-Montauban		505 av. des Loisirs	Notre-Dame-de-Montauban	Quebec	G0X 1W0	46.5780292	-70.29741
672	Garage municipal Sainte-Béatrix	Mai à octobre seulement	1305 rang Sainte-Cécile	Sainte-Béatrix	Quebec	J0X 1Y0	46.8772213	-72.3078174
673	Écocentre Saint-Lambert-de-Lauzon		515 rue Saint-Aimé	Saint-Lambert-de-Lauzon	Quebec	G0S 2W0	46.210471	-73.6291235
674	Renaissance; Centre de don Cousineau		6250 boul. Cousineau bureau 103A	Longueuil	Quebec	J3Y 8X9	46.5962217	-71.2747735
675	Écocentre Saint-Rémi		284 rue de L?Église	Saint-Rémi	Quebec	J0L 2L0	 None	 None
676	Centre de tri Mélimax inc.		222 boul. Industriel	Châteauguay	Quebec	J6J 4Z2	45.2625624	-73.631025
677	Renaissance; Librairie Bélanger		5872 rue Bélanger	Montréal	Quebec	H1T 1G6	45.353462	-73.6899848
678	Fleet Informatique		134 rue Baby	Joliette	Quebec	J6E 2V5	 None	 None
679	Garage municipal Saint-Adalbert		106 rue Principale	Saint-Adalbert	Quebec	G0R 2W0	46.031369	-73.436723
680	Écocentre Tricomm		550 ch. de la Gare	Schefferville	Quebec	G0G 2T0	 None	 None
681	Renaissance; Fripe-Prix Galeries Normandie		2670 rue de Salaberry local 2670 & 2674	Montréal	Quebec	H3M 1L3	54.8247246	-66.8589236
682	Municipalité de La Macaza		53 rue des Pionniers	La Macaza	Quebec	J0T 1R0	45.541561	-73.69514
683	Renaissance; Librairie Fleury-Hamel		1499 boul. Fleury Est	Montréal	Quebec	H2C 1S3	46.3710027	-74.7724456
684	3R Québec inc.	Entrée sur la rue Napoléon-Groulx	310 rue Notre-Dame bureau B	Gatineau	Quebec	J8P 1L1	45.5623676	-73.65686
685	Kangiqsujuaq Co-op		  Kangiqsujuaq	Kangiqsujuaq	Quebec	J0M 1K0	45.4813612	-75.6438108
686	Kangirsuk Co-op		  Kangirsuk	Kangirsuk	Quebec	J0M 1A0	 None	 None
687	Inukjuak Co-op		  Inukjuak	Inukjuak	Quebec	J0M 1M0	60.023415	-70.0262349
688	Kuujjuarapik Co-op		  Gd	Kuujjuarapik	Quebec	J0M 1G0	58.455121	-78.1051028
689	Écocentre Deschaillons		1995 rte Marie-Victorin	Deschaillons-sur-Saint-Laurent	Quebec	G0S 1G0	 None	 None
690	Éco-quartier Lachine		735 rue Notre-Dame	Montréal	Quebec	H8S 2B5	46.5478048	-72.1316728
691	Bedirect inc.		640 boul. Industriel suite 103	Saint-Jean-sur-Richelieu	Quebec	J3B 7X4	45.4345934	-73.6704304
692	Écocentre Saint-Alexis-des-Monts	Ouvert du 15 juin au 1er novembre	606 rte 349	Saint-Alexis-des-Monts	Quebec	J0K 1V0	 None	 None
693	PureSphera inc.		4170 boul. la Prade suite 100	Bécancour	Quebec	G9H 0B6	46.446791	-73.1499001
694	Salluit Co-op		  GD	Salluit	Quebec	J0M 1S0	46.393591	-72.325781
695	Micro-écocentre de Deschambault-Grondines		11 boul. des Sources	Deschambault-Grondines	Quebec	G0A 1S0	 None	 None
696	Ovation Logistique inc.		1665 rue Atmec	Gatineau	Quebec	J8R 3Y2	46.6879652	-71.9414449
697	GLC Audio Vidéo		249 rue de la Madone	Mont-Laurier	Quebec	J9L 1R3	45.5117374	-75.5675373
698	Grands Frères Grandes S?urs de l'Outaouais		195 rue Devault unité 10	Gatineau	Quebec	J8Z 1S7	46.5498647	-75.5063083
699	Shopper + inc.		2210 av. 52e	Montréal	Quebec	H8T 2Y3	45.4633442	-75.7365872
700	Entreprises Century Laser	Heures d'affaires : de 8 h 30 à 17 h 00	8074 rte Transcanadienne	Montréal	Quebec	H4S 1M5	 None	 None
701	Garage municipal Sainte-Geneviève-de-Batiscan		33 rue Saint-Charles	Sainte-Geneviève-de-Batiscan	Quebec	G0X 2R0	45.4884796	-73.719821
702	COOPSCO F.X. Garneau		1660 boul. de l'Entente	Québec	Quebec	G1S 4S3	46.5325493	-72.3389751
703	Renaissance; Centre de don Marcel-Laurin		1545 boul. Marcel-Laurin bureau 1	Montréal	Quebec	H4R 0B7	46.792343	-71.2647999
704	Fonderie Horne		101 av. Portelance	Rouyn-Noranda	Quebec	J9X 5B6	45.5158397	-73.6965592
705	Renaissance; Centre de don Chambly Leblanc		1148 ch. de Chambly	Longueuil	Quebec	J4J 3W5	 None	 None
706	Centre Hi-Fi Chicoutimi		1840 boul. Talbot	Saguenay	Quebec	G7H 7Y2	45.533081	-73.4915369
707	Informatique Bromont		50 ch. de Gaspé	Bromont	Quebec	J2L 2N8	48.3959197	-71.0695403
708	Groupe Focus Communications		17230 av. Saint-Louis	Saint-Hyacinthe	Quebec	J2T 3G7	45.3159619	-72.65786
709	Garage municipal de Sainte-Anne-de-la-Pérade		200 rue Principale	Sainte-Anne-de-la-Pérade	Quebec	G0X 2J0	45.6196143	-72.9264169
710	Centre-Hi-Fi Ste-Agathe		217 rue Principale Est	Sainte-Agathe-des-Monts	Quebec	J8C 1K5	46.5688	-72.211101
711	Écocentre Beauharnois		50 rue des Hauts-Fourneaux	Beauharnois	Quebec	J6N 1Y1	46.0451992	-74.2785491
712	LML Technologie inc. oeAMJ Montréal		1255 av. 32ème	Montréal	Quebec	H8T 3H2	45.3100386	-73.8867577
713	Dépôt Abénakis Wôlinak		10275 rue Leblanc bureau 109	Wôlinak	Quebec	G0X 1B0	45.4550008	-73.698845
714	Informatique Commerciale du Suroît inc.		1615 ch. Daoust bureau 100	Vaudreuil-Dorion	Quebec	J7V 0Z8	46.3276823	-72.4228672
715	Électrobac-Centre de Commerce Mondial; Ivanhoé Cambridge	Devant la Banque Scotia, près de la sortie vers le Métro Square Victoria	747 rue du Square-Victoria	Montréal	Quebec	H2Y 3Y9	45.4240612	-74.1255342
716	Électrobac-Immobilière Banque Nationale	À l'entrée Rue de la Gauchetière Ouest, dans le hall, à gauche	600 rue de la Gauchetière Ouest 2e étage	Montréal	Quebec	H3B 4L2	45.5020089	-73.5605637
717	Électrobac-Loto-Québec	Au rez-de-chaussée, contre le mur qui est dos au poste de garde, à côté du bac multimatières et de piles	500 rue Sherbrooke Ouest	Montréal	Quebec	H3A 3C6	45.5017542	-73.5639318
718	Électrobac-HEC Montréal; Édifice Decelles	Devant le registrariat; Édifice Decelles	5255 av. Decelles	Montréal	Quebec	H3T 2B1	 None	 None
719	Électrobac-Jardin botanique; Espace pour la vie	Dans le complexe d'accueil du Jardin botanique	4101 rue Sherbrooke Est	Montréal	Quebec	H1X 2B2	45.497399	-73.6183991
720	Électrobac-Cepsum; Université de Montréal	Entrée principale du Cepsum, au pied de l'escalier	2100 boul. Édouard-Montpetit	Montréal	Quebec	H3T 1J4	45.5576037	-73.5569701
721	Électrobac-Pavillon André-Aisenstadt; Université de Montréal	Entrée principale du pavillon André-Aisenstadt	2920 ch. de la Tour	Montréal	Quebec	H3T 1N8	45.5088535	-73.6122036
722	Électrobac-Pavillon Jean-Brillant; Université de Montréal	À droite, dans l'entrée principale du pavillon Jean-Brillant	3200 rue Jean-Brillant	Montréal	Quebec	H3T 1N8	45.5010087	-73.6157778
723	Électrobac-HEC Montréal; Édifice Côte-Sainte-Catherine	À droite, dans l'entrée Louis-Colin; Édifice Côte-Sainte-Catherine	3000 ch. de la Côte-Sainte-Catherine	Montréal	Quebec	H3T 2A7	45.4985045	-73.6183983
724	Les entreprises Gilles Plamondon ltée; La Clef de Sol		592 rue Saint-Joseph	Saint-Raymond	Quebec	G3L 1L1	45.50333	-73.6206714
725	Électrobac-Maison du développement durable	À gauche, dans le vestibule d'entrée	50 rue Sainte-Catherine Ouest	Montréal	Quebec	H2X 3V4	46.8941179	-71.8267145
726	Électrobac-Pavillon Roger-Gaudry; Université de Montréal	Entrée U-1 du pavillon Roger-Gaudry	2900 boul. Édouard-Montpetit	Montréal	Quebec	H3T 1J4	45.5091382	-73.5638449
727	Électrobac-Pavillon Marie-Victorin; Université de Montréal	Entrée principale du pavillon Marie-Victorin, à droite de la photocopieuse	90 av. Vincent-d'Indy	Montréal	Quebec	H2V 2J7	 None	 None
728	Garage municipal Lavaltrie		275 rue Notre-Dame	Lavaltrie	Quebec	J5T 1N8	45.510392	-73.611875
729	Vert Vert PC		153 rue 7ème	Rouyn-Noranda	Quebec	J9X 1Z8	45.8585957	-73.3060421
730	Écocentre MRC Pierre-De Saurel		3145 rue Joseph-Simard	Sorel-Tracy	Quebec	J3R 0E3	48.2480026	-79.0165385
731	Garage municipal de Sainte-Florence		6 rue des Loisirs	Sainte-Florence	Quebec	G2J 2M0	46.0018454	-73.1664733
732	Portage-du-Fort; Salle municipale		24 rue Church	Portage-du-Fort	Quebec	J0X 2T0	48.2636934	-67.2371022
733	Renaissance; Fripe-Prix Saint-Martin		965 boul. Curé-Labelle	Laval	Quebec	H7V 2V7	45.5920684	-76.6660279
734	Bo Mont Expert	Lundi au vendredi 8h à 17h	482 boul. Taché Est	Montmagny	Quebec	G5V 1E2	45.5428738	-73.7489594
735	Dépanne-TOUT		903 boul. du Curé-Boivin	Boisbriand	Quebec	J7G 2S8	46.9907211	-70.5242981
736	Garage Martin St-Onge		2745 rte 235	Saint-Pie	Quebec	J0H 1W0	45.625953	-73.833507
737	Renaissance; Librairie Saint-Luc		240 boul. Saint-Luc local 1A	Saint-Jean-sur-Richelieu	Quebec	J2W 1C2	45.4904111	-72.9080916
738	Renaissance; Librairie Faubourg des Prairies		12451 boul. Rodolphe-Forget local B	Montréal	Quebec	H1E 0A2	 None	 None
739	Tardif Électronique inc.		214 rue du Manoir	Cap-Saint-Ignace	Quebec	G0R 1H0	 None	 None
740	Garage municipal de Saint-Apollinaire		85 rue des Vignes	Saint-Apollinaire	Quebec	G0S 2E0	47.0432183	-70.4551222
741	Garage municipal Saint-Marcel		35 rue des Loisirs	Saint-Marcel	Quebec	G0R 3R0	46.6085574	-71.4984017
742	Ancienne école Saint-Damase-de-L'Islet		167 rte 204	Saint-Damase-de-L'Islet	Quebec	G0R 2X0	46.8969478	-70.0645393
743	Électrobac-Place Rosemère; Morguard	Au kiosque d'information	401 boul. Labelle	Rosemère	Quebec	J7A 3T2	46.8884279	-69.8777569
744	Électrobac-Les Jardins Dorval; Strathallen	À l'entrée sur Avenue Carson, en face de la SAQ	352 av. Dorval bureau 208	Dorval	Quebec	H9S 3H8	45.6306724	-73.8192093
745	Électrobac-Metro Wilderton (Alimantation Normand Hudon)	Dans le vestibule d'entrée	2875 av. Van Horne	Montréal	Quebec	H3S 1P6	45.4441673	-73.7415262
746	Électrobac-Metro Marcanio	Dans le hall d'entrée	1550 rue Bélanger	Montréal	Quebec	H2G 1A9	45.508551	-73.6257812
747	Électrobac-Metro Plus Marché J.C. Messier Auteuil; Metro Groupe Messier	Après les caisses, tout juste avant la sortie	5000 boul. des Laurentides	Laval	Quebec	H7K 2J5	45.5453854	-73.6040377
748	Électrobac-Metro Plus Dépatie	À côté de la porte de sortie	1100 boul. de l'Avenir	Laval	Quebec	H7N 6L2	45.6196953	-73.7461209
749	Électrobac-Université de Sherbrooke; Campus Longueuil	Au 2e étage devant le poste de sécurité	150 place Charles-LeMoyne	Longueuil	Quebec	J4K 0A8	45.562201	-73.723959
750	Électrobac-IGA Extra Alimentation C.C. Sévigny	À côté de la porte de sortie	5805 boul. Robert-Bourassa	Laval	Quebec	H7E 0A4	45.5248244	-73.5213151
751	Électrobac-Metro Plus Drouin Longueuil	Dans le corridor de sortie vers le stationnement arrière	395 rue Saint-Charles Ouest	Longueuil	Quebec	J4H 1G1	45.6127302	-73.6985908
752	Électrobac-IGA Marchés Louise Ménard; Saint-Lambert	À l'entrée principale de l'épicerie, à côté du guichet automatique	299 boul. Sir-Wilfrid-Laurier	Longueuil	Quebec	J4R 2L1	45.5360244	-73.5139573
753	Électrobac-IGA Marchés Louise Ménard; île des Soeurs	Dans le hall d'entrée	30 place du Commerce	Montréal	Quebec	H3E 1V7	45.4934643	-73.5017242
754	Électrobac-Metro Plus Marché Central C.J.C.; Metro Groupe Messier	Après les caisses vers la sortie	2642 ch. de Chambly	Longueuil	Quebec	J4L 1M5	45.4681014	-73.5397377
755	Électrobac-Mail Champlain 2- Cominar	Dans le corridor de sortie # 2, en face du H&amp;M	2151 boul. Lapinière	Brossard	Quebec	J4W 2T5	45.5220951	-73.4662871
756	Électrobac-Mail Champlain; Cominar	Au kiosque d'information	2151 boul. Lapinière	Brossard	Quebec	J4W 2T5	45.4715857	-73.4716105
757	Électrobac-Metro Plus de la Montagne oeAlimentation Sylvain Bolduc	À la sortie de l'épicerie, dans le hall, en face des escaliers	1230 rue Notre-Dame Ouest	Montréal	Quebec	H3C 1K6	45.4715857	-73.4716105
758	Électrobac-Domtar inc.	Au comptoir postal	395 boul. de Maisonneuve Ouest	Montréal	Quebec	H3A 1L6	45.4932387	-73.5642154
759	Électrobac-Students' Society of McGill University (SSMU)	Dans le hall d'entrée de l'Édifice SSMU-McGill, à gauche des escaliers	3600 rue McTavish	Montréal	Quebec	H3A 0E7	45.5065267	-73.570063
760	Électrobac-Campus de Laval; Université de Montréal	À côté des ascenseurs, contre la cage d'escalier	1700 rue Jacques-Tétreault	Laval	Quebec	H7N 0B6	 None	 None
761	Électrobac-Campus avenue du Parc; Université de Montréal	À l'entrée du Campus du Parc	7077 av. du Parc	Montréal	Quebec	H3N 1X7	45.5585352	-73.7211157
762	Électrobac-École de Technologie Supérieure (ÉTS); Pavillon A	À droite, dans le hall d'entrée du Pavillon principal A	1100 rue Notre-Dame Ouest	Montréal	Quebec	H3C 1K3	45.5299706	-73.6200993
763	Électrobac-École de Technologie Supérieure (ÉTS); Pavillon B	Dans le hall d'entrée du Pavillon B, à gauche du Tim Hortons	1111 rue Notre-Dame Ouest	Montréal	Quebec	H3C 1K3	45.4951636	-73.5628144
764	Électrobac-Cégep André Laurendeau	Dans le pavillon principal, à côté du guichet automatique	1111 rue Lapierre	Montréal	Quebec	H8N 2J4	45.4947732	-73.563787
765	Électrobac-Metro Plus André-Grasset; Metro Groupe Messier	Avant la sortie, face aux caisses	8935 av. André-Grasset	Montréal	Quebec	H2M 2E9	45.4367832	-73.6054616
766	Électrobac-Complexe Desjardins	Dans le corridor menant au métro Place D'Armes	150 rue Sainte-Catherine Ouest	Montréal	Quebec	H2X 3Y2	45.5583407	-73.6368367
767	Électrobac-Complexe Desjardins 2	Corridor Métro Place des Arts, à côté du magasin Lilliane	150 rue Sainte-Catherine Ouest	Montréal	Quebec	H2X 3Y2	45.5075108	-73.564439
768	Électrobac-Collège de Maisonneuve	À côté de la COOP	3800 rue Sherbrooke Est	Montréal	Quebec	H1X 2A2	45.5075108	-73.564439
769	Électrobac-Palais des Congrès de Montréal	Dans le passage St-François-Xavier	159 rue Saint-Antoine Ouest	Montréal	Quebec	H2Z 1H2	45.551088	-73.553539
770	Électrobac-Polytechnique Ancien Pavillon	6e étage du pavillon Lassonde, sous l'escalier en face des laboratoires informatiques	2700 ch. de la Tour	Montréal	Quebec	H3T 1J4	45.5047546	-73.5600245
771	Électrobac-Pavillon Henry F. Hall; Concordia	H immeuble, Pavillon rue Maisonneuve, au deuxième étage	1455 boul. de Maisonneuve	Montréal	Quebec	H3G 1M8	45.5041639	-73.6158487
772	Électrobac-IGA Marchés Louise Ménard; Complexe Desjardins	Face aux caisses, à l'entrée oesortie de l'épicerie, via le Complexe Desjardins	150 rue Sainte-Catherine Ouest	Montréal	Quebec	H2X 3Y2	45.4972727	-73.5790238
773	Électrobac-Pavillon JMSB; Concordia	Dans le hall d'entrée de John Molson School of Business	1450 rue Guy	Montréal	Quebec	H3H 1J5	 None	 None
774	Électrobac-Tour Jean-Talon; Bell Canada	À droite de la boutique Bell	600 rue Jean-Talon Est	Montréal	Quebec	H2R 3A8	45.4952779	-73.5790443
775	Électrobac-700 de la Gauchetière (Tour Aon); Bell Canada	Dans l'accueil; près des ascenseurs	700 rue de la Gauchetière Ouest	Montréal	Quebec	H3B 5M2	45.5392036	-73.6130267
776	Électrobac-1000 de la Gauchetière; Ivanhoé Cambridge	À la sortie du Metro Bonaventure, sortie rue de la Gauchetière	1000 rue de la Gauchetière Ouest	Montréal	Quebec	H3B 4W5	45.5010146	-73.5644801
777	Électrobac-1000 de la Gauchetière 2- Ivanhoé Cambridge	À la sortie du Metro Bonaventure, dans l'aréna, sur le bord de la patinoire	1000 rue de la Gauchetière Ouest	Montréal	Quebec	H3B 2B6	 None	 None
778	Électrobac-5 place Ville-Marie ; Ivanhoé Cambridge	Sortie rue McGill College	5 place Ville-Marie	Montréal	Quebec	H3B 5M1	45.4981798	-73.5663826
779	Électrobac-Galeries Terrebonne; Westcliff	Situé à la porte 2 devant le bureau d?administration	1185 boul. Moody	Terrebonne	Quebec	J6W 3Z5	45.5006913	-73.5695399
780	Électrobac-Place des arts	Dans le corridor vers le Métro	260 boul. de Maisonneuve Ouest	Montréal	Quebec	H2X 1Y9	 None	 None
781	Électrobac-Metro Plus Domaine	À gauche de la porte de sortie	6550 rue Sherbrooke Est	Montréal	Quebec	H1N 1C6	45.5087317	-73.5671546
782	Électrobac-IGA Marché du Faubourg; Greenfield Park	À droite de la porte de sortie	300 rue Auguste	Longueuil	Quebec	J4V 3R4	45.582119	-73.5427374
783	Électrobac-IGA Extra Supermarché Gilles Bariteau inc.	À droite de la porte de sortie, à côté de la machine à cannettes	6250 boul. Cousineau	Longueuil	Quebec	J3Y 8X9	 None	 None
784	Électrobac-IGA Extra Marché d'alimentation Martin Lamarre	Après les caisses, à côté de la machine Redbox	3260 boul. Lapinière	Brossard	Quebec	J4Z 3L8	45.4942286	-73.4073175
785	Électrobac-IGA Extra Supermarché Picard inc.	À droite de la porte de sortie	9105 boul. Taschereau	Brossard	Quebec	J4Y 3B8	 None	 None
786	Électrobac-Metro Plus Cardinal Ste-Catherine	À droite de la porte de sortie	5480 boul. Saint-Laurent	Sainte-Catherine	Quebec	J5C 1A9	 None	 None
787	Électrobac-Hôpital Pierre Boucher	À l'entrée principale, près de la borne de stationnement	1333 boul. Jacques-Cartier Est	Longueuil	Quebec	J4M 2A5	45.4004074	-73.5743388
788	Électrobac-IGA Marché Montée Gagnon inc.	Dans le vestibule de sortie, à côté du téléphone Bell	50 montée Gagnon	Bois-des-Filion	Quebec	J6Z 2L1	 None	 None
789	Électrobac-IGA Quintal Marché des Oiseaux	Après les caisses, devant les portes de sortie	380 boul. Curé-Labelle	Laval	Quebec	H7L 4T7	 None	 None
790	Électrobac-Provigo Cavendish	Contre le mur, après les caisses	6485 rue Sherbrooke Ouest	Montréal	Quebec	H4B 1N3	45.5930917	-73.7860625
791	Électrobac-IGA Extra Alimentation E.F.Y. Caron inc.	À la sortie, après les caisses	3701 boul. Saint-Charles	Kirkland	Quebec	H9H 4M2	45.4642373	-73.6289259
792	Électrobac-Metro Plus Kirkland	Dans le vestibule de sortie, à côté de la fontaine à eau	3801 boul. Saint-Charles	Kirkland	Quebec	H9H 4M4	 None	 None
793	Électrobac-Provigo Alimentation Francis Deroo	À la droite de la porte de sortie	90 rue Morgan	Baie-D'Urfé	Quebec	H9X 3A8	45.4615942	-73.8656051
794	Électrobac-Tour Transat; Redbourne	Au rez-de-chaussée, sur la colonne en haut des escaliers mécaniques	300 rue Léo-Pariseau	Montréal	Quebec	H2X 4C2	45.4173496	-73.916588
795	Électrobac-IGA Supermarché DJS Cousineau Inc.	Dans l'antichambre, devant la porte de sortie	455 boul. Jean-Paul-Vincent	Longueuil	Quebec	J4G 1R3	45.5112246	-73.57664
796	Électrobac-IGA Supermarché du Carrefour inc.	Après les caisses, tout juste avant la sortie	1777 route 132	Varennes	Quebec	J3X 1T6	 None	 None
797	Électrobac-Carrefour Angrignon; Wescliff	Dans la cour principale, à côté du GAB	7077 boul. Newman	Montréal	Quebec	H8N 1X1	45.6689359	-73.4315429
798	Électrobac-IGA Marché Drolet et Paquette	À la sortie du magasin	12 place de la Triade	Montréal	Quebec	H9R 0A2	 None	 None
799	Électrobac-IGA Supermarché Don Quichotte	Dans l'antichambre, tout juste avant la sortie	110 boul. Don Quichotte	L'île-Perrot	Quebec	J7V 6L7	 None	 None
800	Électrobac-Tour Telus; Redbourne Properties	Au niveau de la promenade, à côté des escaliers mécaniques	630 boul. René-Lévesque Ouest	Montréal	Quebec	H3B 3C1	45.3868326	-73.9610288
801	Électrobac-Marché Plus St-Joseph; Metro Groupe Messier	Après les caisses, tout juste avant la sortie	3600 boul. Saint-Joseph Est	Montréal	Quebec	H1X 1W6	45.5019855	-73.5665081
802	Électrobac-Marché Sabrevois Boucherville; Metro Groupe Messier	Tout juste après les caisses, dans le corridor menant à la sortie	535 rue Samuel-de-Champlain	Boucherville	Quebec	J4B 6B6	45.5517044	-73.5641308
803	Électrobac-Metro Beaulieu Laurier	Tout juste après les caisses, avant la sortie	1293 rue Laurier Est	Montréal	Quebec	H2J 1H2	45.6013066	-73.4453802
804	Électrobac-Westmount Square; Cogir	À la sortie du Métro Atwater	1 Westmount Square	Westmount	Quebec	H3Z 2P9	45.5329753	-73.5846584
805	Électrobac-Metro Groupe Messier; J.C. Messier Boucherville	Dans le vestibule d'entrée	650 boul. du Fort-Saint-Louis	Boucherville	Quebec	J4B 1S9	45.487238	-73.58772
